Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;26;6;1,61;1;0;92,86 %;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;320;3;0,07;2,5;0;<10%;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;1718;4;0,49;2,4;0;16,47 %;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;3392;78;14,47;1,8;0;63,41 %;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;26741;440;113,01;2;0;<10%;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;797;27;3,34;2;0;53,96 %;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;146;4;1,07;1,4;0;81,11 %;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;22732;100;26,91;1,8;0;<10%;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;1880;41;12,08;1,6;0;63,36 %;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;112;0;0;3,3;0;15,86 %;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;1;0;0;2;0;<10%;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Tablettes;0;93;7;3,25;2,5;0;91,18 %;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;17482;267;41,91;2;0;65,10 %;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;4458;56;1,15;3,7;0;<10%;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;39;1;0,06;3,9;0;<10%;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;13;0;0;2,4;0;<10%;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;1;0;0;1;0;20,00 %;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;70;1;0,13;2,7;0;33,49 %;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;98;2;0,09;2,8;0;<10%;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;335;4;1,25;1,8;0;84,60 %;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;8648;26;4,37;2,6;0;15,84 %;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;37;0;0;1,6;0;55,22 %;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;4522;76;2,15;3,6;0;<10%;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2016;Tablettes;0;310;9;2,46;2,2;0;82,89 %;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Tablettes;0;2634;33;0,65;4;0;<10%;mars
2018;Téléphones mobiles;0;783;11;0,32;3,6;0;<10%;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;973;21;4,3;2,7;0;52,03 %;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Tablettes;0;752;19;4,73;2,7;0;35,51 %;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;544;3;0,46;4,7;0;<10%;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;1510;16;0,91;5,3;0;11,25 %;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;129;2;0,71;2,6;0;30,79 %;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Tablettes;0;61;2;1,18;1,7;0;84,72 %;mars
2018;Tablettes;0;1253;40;22,91;2,1;0;<10%;mars
2016;Ordinateurs;0;1037;19;5,05;2,3;0;75,20 %;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;191;18;5,73;1,1;0;99,48 %;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;4130;31;5,2;2,1;0;14,73 %;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;442;13;0,59;2,3;0;<10%;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Tablettes;0;245;6;1,6;1,2;0;86,27 %;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;2211;49;12,49;2,3;0;71,28 %;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0;<10%;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Tablettes;0;1070;23;6,49;2,7;0;39,76 %;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;2790;41;1,58;2,4;0;<10%;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Tablettes;0;46;3;1,38;2,2;0;56,79 %;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;954;13;0,7;5,7;0;11,61 %;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Tablettes;0;179;5;1,41;1,6;0;77,49 %;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;1071;15;1,79;1,7;0;35,93 %;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;13972;148;9,4;3,3;0;15,42 %;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Tablettes;0;5765;341;32,54;2,3;0;48,49 %;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;508;3;0,11;3;0;<10%;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;10904;161;5,82;3,2;0;<10%;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;398;17;2,06;2,1;0;46,12 %;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;1095;33;7,64;1,3;0;81,29 %;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;237;9;4,12;2,2;0;60,61 %;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;286;1;0,1;3,9;0;<10%;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;6;0;0;3;0;19,35 %;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Tablettes;0;9210;203;66,32;2,4;0;15,04 %;avril
2016;Tablettes;0;554;14;3,36;2,3;0;84,84 %;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;2748;39;0,72;2,5;0;<10%;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Tablettes;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Ordinateurs;0;0;0;0; --;0; --;avril
2018;Téléphones mobiles;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2016;Téléphones mobiles;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
2018;Tablettes;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Tablettes;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2017;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Ordinateurs;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Autre;0;0;0;0; --;0; --;avril
2016;Autre;0;0;0;0; --;0; --;avril
2018;Ordinateurs;0;0;0;0; --;0; --;avril
2017;Téléphones mobiles;0;796;16;2,03;1,6;0;57,27 %;avril
2017;Téléphones mobiles;0;0;0;0; --;0; --;avril
